studbook_id,slug,wiki_born,wiki_died,isb_birth,isb_birth_norm,isb_approx,isb_sex,isb_taxon,isb_name,isb_sire,isb_dam,isb_death
9271,cha-cha-1992-07-17,1992-07-17,2011-03-25,17 Jul 1992,1992-07-17,False,M,styani,CHA-CHA,8856,8857,
9272,tan-tan-1992-07-17,1992-07-17,1997-01-28,17 Jul 1992,1992-07-17,False,M,styani,TAN-TAN,8856,8857,1997-01-27
9279,jen-jen-1992-08-07,1992-08-07,2009-10-18,7 Aug 1992,1992-08-07,False,M,styani,,8643,8644,
9280,mii-mii-1992-08-07,1992-08-07,2006-11-01,7 Aug 1992,1992-08-07,False,F,styani,MIMI,8643,8644,2006-11-01
93106,souhei-1993-07-11,1993-07-11,1996-01-23,11 Jul 1993,1993-07-11,False,M,styani,JAZGA,8935,8936,1996-01-23
93107,nene-1993-07-11,1993-07-11,2005-10-12,11 Jul 1993,1993-07-11,False,F,styani,NENE,8935,8936,2005-10-12
93108,kun-kun-1993-07-17,1993-07-17,2001-04-21,17 Jul 1993,1993-07-17,False,M,styani,KUN-KUN,8749,8751,2001-04-21
93109,rin-rin-1993-07-17,1993-07-17,2012-10-23,17 Jul 1993,1993-07-17,False,F,styani,RIN-RIN,8749,8751,
93110,shimajirou-1993-07-19,1993-07-19,2003-03-10,19 Jul 1993,1993-07-19,False,M,styani,JAZGA,8924,8838,2003-03-10
93111,takashi-1993-07-19,1993-07-19,2012-09-07,19 Jul 1993,1993-07-19,False,M,styani,TAKASHI,8924,8838,
