stud,sex,birth,sire,dam,taxon,name,death,events
0237,F,3 Jul 2002,9642,9419,fulgens,,2005-03-16,FONTAINE     3 Jul 2002 77AF33   Birth                               fulgens | COPENHAGE   31 Jan 2005 RED015   Transfer | 16 Mar 2005          Death | [Death by: Unknown means]
0238,M,3 Jul 2002,9642,9419,fulgens,,,FONTAINE     3 Jul 2002 77AF34   Birth                               fulgens | LA FLECHE    5 Feb 2004    338   Transfer
0285,M,4 Jul 2002,9258,9174,,IKE,2002-08-05,OKAYAMA      4 Jul 2002 ______   Birth      IKE         JAZGA 506C   STYANI | 5 Aug 2002          Death | [Death by: Unknown means]
0281,?,7 Jul 2002,9254,9171,styani,JAZGA,2002-07-11,ASAHIKAWA    7 Jul 2002 ______   Birth                  JAZGA 495C   styani | 11 Jul 2002            Death | [Death by: Unknown means]
0211,F,8 Jul 2002,0002,9336,fulgens,,2002-07-10,SIOUX FAL      8 Jul 2002    2794    Birth                               fulgens | 10 Jul 2002            Death | [Death by: Unknown means]
0251,?,8 Jul 2002,9658,9752,fulgens,,2002-07-10,MARWELL        8 Jul 2002    5913    Birth      No.45                    fulgens | 10 Jul 2002            Death | [Death by: Unknown means]
0213,F,9 Jul 2002,9616,9465,fulgens,,2002-07-14,GREENVISC      9 Jul 2002 XBG029     Birth                               fulgens | 14 Jul 2002            Death | [Death by: Other/Unknown       Unknown   Respiratory   Unknown after necropsy]
0214,M,9 Jul 2002,9616,9465,fulgens,,,GREENVISC      9 Jul 2002 XBG030     Birth      SEBASTIAN                fulgens | NZP-CRC       24 Mar 2003 113795     Transfer | KNOXVILLE     29 Nov 2006   3385     Transfer
0296,M,11 Jul 2002,9434,9681,fulgens,JAZGA,,HIGASHIIZ     11 Jul 2002 ______     Birth                  JAZGA 496H   fulgens
0297,F,11 Jul 2002,9434,9681,fulgens,JAZGA,,HIGASHIIZ     11 Jul 2002 ______     Birth                  JAZGA 497H   fulgens
0212,F,12 Jul 2002,0001,9809,fulgens,,2002-07-16,MINNESOTA     12 Jul 2002   10681    Birth                               fulgens | 16 Jul 2002            Death | [Death by: Unknown means]
0278,M,12 Jul 2002,9596,96108,styani,RAMY,,TOYAMA Z      12 Jul 2002   4702     Birth      RAMY        JAZGA 498C   styani | HIGASHI M      1 Mar 2004 ______     Transfer
0282,M,12 Jul 2002,9185,9256,styani,JAZGA,2002-07-16,HIRAKATA      12 Jul 2002 ______     Birth                  JAZGA 499C   styani | 16 Jul 2002            Death | [Death by: Unknown means]
0252,M,13 Jul 2002,9547,9636,fulgens,,,DUBLIN        13 Jul 2002 A2M025     Birth      Rusco                    fulgens | COLCHESTR      2 May 2003 BLL210     Transfer | FRANKFURT     22 Mar 2005 41828      Transfer | WARSAW        14 Dec 2005 S5123      Transfer
0279,M,15 Jul 2002,97111,93107,styani,NONO,,TOKYOTAMA     15 Jul 2002   3956     Birth      NONO        JAZGA 500C   styani | ASAHIKAWA     13 Feb 2004 ______     Transfer
0280,F,15 Jul 2002,97111,93107,styani,NAMI,,TOKYOTAMA     15 Jul 2002   3957    Birth      NAMI      JAZGA 501C   styani | ICHIKAWA       9 Apr 2003 ______    Transfer
0239,F,16 Jul 2002,9853,9739,fulgens,,2002-09-03,BUSSOLENG     16 Jul 2002 AFF020    Birth     SIAN                    fulgens | 3 Sep 2002           Death | [Death by: Other/Unknown       Mounted or Preserved:   Unknown (after necropsy)]
0240,M,16 Jul 2002,9853,9739,fulgens,,2002-08-30,BUSSOLENG     16 Jul 2002 AFF021    Birth      KUNMING                fulgens | 30 Aug 2002           Death | [Death by: Unknown means]
0241,M,16 Jul 2002,9757,9748,fulgens,,,HEIDELBRG     16 Jul 2002 764003    Birth      PALI                   fulgens | DORTMUND      11 Nov 2003 057023    Transfer | CHESTER        3 Mar 2005 C0562     Transfer
0293,M,17 Jul 2002,95122,9280,styani,JAZGA,,TOKUYAMA      17 Jul 2002 ______    Birth                JAZGA 502C   styani | ICHIHARA      13 May 2004 ______    Transfer
0294,F,17 Jul 2002,95122,9280,styani,JAZGA,,TOKUYAMA      17 Jul 2002 ______    Birth                JAZGA 503C   styani | NISHISONO     31 Jan 2007 ______    Transfer
0242,M,21 Jul 2002,9548,9743,fulgens,,,FONTAINE      21 Jul 2002 77AF35    Birth      MAY-LEE                fulgens | KREFELD        1 Apr 2004   1545    Transfer | CAMBRON       21 Mar 2005   7141    Transfer
0243,F,25 Jul 2002,9112,9105,fulgens,,,WARSAW        25 Jul 2002 S5571     Birth      PAGODA                 fulgens | AMIENS        28 Jul 2004 A04063    Transfer
0253,M,2 Aug 2002,9046,9644,fulgens,,,PAIGNTON       2 Aug 2002   4670    Birth      L61/11                 fulgens | MARWELL       27 May 2003   6340    Transfer | LYMPNE        30 May 2003 P20319    Transfer
0254,F,2 Aug 2002,9046,9644,fulgens,,,PAIGNTON       2 Aug 2002   4671    Birth      L61/12                 fulgens | MUNICH        28 Jul 2004 082003    Transfer
0283,M,4 Aug 2002,9598,UNK,styani,SUIKA,,HIROSHIMA      4 Aug 2002 ______    Birth      SUIKA     JAZGA 504C   styani
0284,F,4 Aug 2002,9598,UNK,styani,JAZGA505,2002-08-07,HIROSHIMA  4 Aug 2002 ______     Birth                   JAZGA505 505styani | 7 Aug 2002            Death | [Death by: Infection associated   Unknown   Respiratory   Bacterial]
0291,F,7 Dec 2002,0052,9952,fulgens,,,SYDNEY         7 Dec 2002 A20490    Birth      ZIMPO                  fulgens | MOGO        22 Mar 2004 A40018   Transfer
0292,M,7 Dec 2002,0052,9952,fulgens,,,SYDNEY       7 Dec 2002 A20484   Birth      ISHAH     fulgens | MOGO        22 Mar 2004 A40017   Transfer | WELLINGTN   19 Oct 2006 060090   Transfer
02103,F,8 Dec 2002,9779,9588,fulgens,,,JOHANSBRG    8 Dec 2002   5542   Birth                fulgens
02104,F,8 Dec 2002,9779,9588,fulgens,,,JOHANSBRG    8 Dec 2002   5543   Birth                fulgens | TRNSV SNK    7 Nov 2005   1996   Transfer | JOHANSBRG    8 Feb 2006   5543   Transfer
02105,F,10 Dec 2002,9203,0063,fulgens,,,PRETORIA    10 Dec 2002 909752   Birth      CELIA     fulgens
02106,M,10 Dec 2002,9203,0063,fulgens,,2003-03-23,PRETORIA    10 Dec 2002 909751   Birth      SULLY     fulgens | 23 Mar 2003          Death | [Death by: Unknown means]
02107,M,10 Dec 2002,9203,0063,fulgens,,2002-12-10,PRETORIA  10 Dec 2002 909749     Birth                fulgens | 10 Dec 2002            Death | [Death by: Euthanasia (medical)   Unknown   Musculoskeletal    Trauma]
02108,?,10 Dec 2002,9203,0063,fulgens,,2002-12-10,PRETORIA  10 Dec 2002 909750     Birth                fulgens | 10 Dec 2002            Death | [Death by: Euthanasia (medical)   Unknown   Musculoskeletal    Trauma]
02113,M,18 Dec 2002,9871,9777,fulgens,,2006-08-15,AUCKLAND    18 Dec 2002 A20215   Birth      BADAL     fulgens | HAMILTON    11 Aug 2006 600100   Transfer | 15 Aug 2006          Death | [Death by: Unknown means]
02114,M,18 Dec 2002,9871,9777,fulgens,,,AUCKLAND    18 Dec 2002 A20216   Birth      CHITO     fulgens | HAMILTON    11 Aug 2006 600101   Transfer
02115,F,18 Dec 2002,9871,9777,fulgens,,,AUCKLAND    18 Dec 2002 A20217   Birth      KHOSUVA   fulgens
02116,F,24 Dec 2002,9584,9583,fulgens,,,WELLINGTN   24 Dec 2002 020189   Birth      KUMARI    fulgens | KNOXVILLE   16 Jul 2007   3564   Transfer
02117,F,24 Dec 2002,9584,9583,fulgens,,,WELLINGTN   24 Dec 2002 020190   Birth      AKKALI    fulgens | KNOXVILLE   18 Jul 2007   3563   Transfer
02109,F,25 Dec 2002,0060,0058,fulgens,,2003-01-12,EMERALD    25 Dec 2002 E00520     Birth     AMY         fulgens | PRETORIA   29 Dec 2002 909822     Transfer | 12 Jan 2003            Death | [Death by: Other/Unknown        Unknown    Necropsy planned later   Unknown after necropsy]
02110,?,25 Dec 2002,0060,0058,fulgens,,2002-12-29,EMERALD    25 Dec 2002 E00521     Birth                 fulgens | 29 Dec 2002            Death | [Death by: Other/Unknown        Unknown    Necropsy planned later   Unknown after necropsy]
02102,M,26 Dec 2002,9976,9786,fulgens,,,TRNSV SNK   26 Dec 2002   1248      Birth      TAZZ     fulgens | PRETORIA     6 Mar 2003 909946      Transfer
02118,M,26 Dec 2002,9976,9786,fulgens,,2003-01-15,TRNSV SNK  26 Dec 2002     1249     Birth     FRODO     fulgens | 15 Jan 2003              Death | [Death by: Other/Unknown        Unknown    Necropsy planned later     Unknown after necropsy]
0397,?,1 Jan 2003,00112,9679,fulgens,,,BESTER       1 Jan 2003   MB119     Birth               fulgens
0392,F,3 Jan 2003,9203,0062,fulgens,,,PRETORIA     3 Jan 2003 909836      Birth      SUNE     fulgens | BANGKOK     12 Apr 2006 ______      Transfer
0393,M,4 Jan 2003,9203,0062,fulgens,,,PRETORIA     4 Jan 2003 909837      Birth      SELWYN   fulgens | BANGKOK     12 Apr 2006 ______      Transfer
0394,F,4 Jan 2003,9203,0062,fulgens,,,PRETORIA     4 Jan 2003 909838      Birth      SANDY    fulgens
0350,M,5 Jan 2003,0053,9432,fulgens,,,PERTH        5 Jan 2003 A30002      Birth      MALI     fulgens | PALMGROVE   16 Mar 2004 ______      Transfer
0351,F,5 Jan 2003,0053,9432,fulgens,,,PERTH        5 Jan 2003 A30003      Birth      ARU      fulgens | YARRALUML    9 Nov 2005 A05042      Transfer
0352,M,15 Jan 2003,9954,9872,fulgens,,,ADELAIDE    15 Jan 2003 A30043      Birth      RARA     fulgens | PALMGROVE   16 Mar 2004 ______      Transfer
0353,F,15 Jan 2003,9954,9872,fulgens,,,ADELAIDE    15 Jan 2003 A30044      Birth      MISHMI   fulgens | MOGO         4 Feb 2005 A50013      Transfer
0354,M,15 Jan 2003,9954,9872,fulgens,,2003-01-15,ADELAIDE    15 Jan 2003 A30045      Birth               fulgens | 15 Jan 2003             Death | [Death by: Unknown means]
0355,?,15 Jan 2003,0060,0059,fulgens,,2003-01-20,EMERALD    15 Jan 2003 E00525     Birth                             fulgens | 20 Jan 2003            Death | [Death by: Other/Unknown        Unknown    Necropsy planned later   Unknown after necropsy]
0357,?,15 Jan 2003,0060,0059,fulgens,,2003-01-20,EMERALD    15 Jan 2003 E00526     Birth                             fulgens | 20 Jan 2003            Death | [Death by: Other/Unknown        Unknown    Necropsy planned later   Unknown after necropsy]
0356,F,7 Feb 2003,9404,95127,fulgens,,,DARJEELIN    7 Feb 2003   TDJI3   Birth      SHEETAL                fulgens
0365,M,25 May 2003,8977,9444,,,2003-06-28,TOHOKU PK | 25 May 2003   0027     Birth                   JAZGA 512C   styani | 28 Jun 2003            Death | [Death by: Environ/Behav conditions   Unknown   No necropsy planned]
0367,F,25 May 2003,8977,9444,,,2003-06-29,TOHOKU PK | 25 May 2003   0028     Birth                   JAZGA 513C   styani | 29 Jun 2003            Death | [Death by: Environ/Behav conditions   Unknown   No necropsy planned]
0309,F,26 May 2003,0104,0118,fulgens,,,ERIE        26 May 2003   1278    Birth      LANA                   fulgens | OAKHILL     30 Mar 2004 242302    Transfer | PUEBLO      28 Oct 2004 M24028    Transfer | OAKHILL     10 Nov 2005 242302    Transfer
0310,M,26 May 2003,0104,0118,fulgens,,,ERIE        26 May 2003    1277   Birth      CHEN                   fulgens | MINNESOTA   24 Mar 2004   11105   Transfer
0301,M,27 May 2003,0112,0105,fulgens,,,SOUTHBEND   27 May 2003   23037   Birth      SCOOTER                fulgens | FT WAYNE    26 Feb 2004   97077   Transfer | MINNESOTA   28 Feb 2007   11862   Transfer
0345,M,3 Jun 2003,9764,9751,fulgens,,,EICHBERG     3 Jun 2003 ______    Birth      PONG                   fulgens | LILLE ZO    28 Jan 2005   2200    Transfer
0346,F,3 Jun 2003,9764,9751,fulgens,,,EICHBERG     3 Jun 2003 ______    Birth                             fulgens | DUISBURG    10 Oct 2007   5486    Transfer
0347,?,9 Jun 2003,9309,9946,fulgens,,2003-07-05,WHIPSNADE    9 Jun 2003     565   Birth                             fulgens | 5 Jul 2003           Death | [Death by: Unknown means]
0348,?,9 Jun 2003,9309,9946,fulgens,,2003-07-05,WHIPSNADE    9 Jun 2003     580   Birth                             fulgens | 5 Jul 2003           Death | [Death by: Unknown means]
0311,F,13 Jun 2003,9339,9241,fulgens,,2003-06-16,KNOXVILLE    13 Jun 2003   2688   Birth                             fulgens | 16 Jun 2003          Death | [Death by: Unknown means]
0314,?,15 Jun 2003,9520,0003,fulgens,,2003-06-18,SCOTTSBLU    15 Jun 2003   1295   Birth                             fulgens | 18 Jun 2003          Death | [Death by: Unknown means]
0315,?,15 Jun 2003,9520,0003,fulgens,,2003-06-18,SCOTTSBLU    15 Jun 2003   1296   Birth                             fulgens | 18 Jun 2003          Death | [Death by: Unknown means]
0320,M,15 Jun 2003,9666,9559,fulgens,,,BRISTOL      15 Jun 2003   8547   Birth      BABU                   fulgens | BIRMNGHAM    21 Mar 2005    355   Transfer | EDINBURGH    27 Jan 2008 MO8A01   Transfer | KINGUSSIE     8 Feb 2008   5236   Transfer
0321,M,15 Jun 2003,9666,9559,fulgens,,,BRISTOL      15 Jun 2003   8548   Birth      TENZING                fulgens | BIRMNGHAM    21 Mar 2005    356   Transfer | ASSON        23 Dec 2008   2966   Transfer
0360,M,16 Jun 2003,9052,9787,styani,NON-NON,,NAGANO       16 Jun 2003 ______   Birth      NON-NON   JAZGA 507C   styani | TOKUYAMA    ~2004 +/-1yr ______   Transfer | TAIPEI       15 Dec 2005 ______   Transfer
0361,F,16 Jun 2003,9052,9787,styani,TYI-TYI,,NAGANO       16 Jun 2003 ______   Birth      TYI-TYI   JAZGA 508C   styani | CHIBA SHI     7 Mar 2005 ______   Transfer
0362,F,16 Jun 2003,9052,9787,styani,TIHIRO,,NAGANO       16 Jun 2003 ______   Birth      TIHIRO    JAZGA 509C   styani | TOBU         18 Dec 2005 ______   Transfer
0302,F,18 Jun 2003,9381,9473,,,,CINCINNAT    18 Jun 2003 103095   Birth      HUN-E | MEMPHIS       2 Jun 2004 21437    Transfer                          styani | COLUMBUS     20 Nov 2007 207060   Transfer
0304,M,18 Jun 2003,0094,0095,styani,,,WINNIPEG     18 Jun 2003 D00481   Birth                             styani
0322,M,19 Jun 2003,9240,9126,fulgens,,2003-10-07,LISBON       19 Jun 2003   8644   Birth                             fulgens | 7 Oct 2003          Death | [Death by: Unknown means]
0316,M,20 Jun 2003,9804,9731,fulgens,,2003-07-16,SANDIEGOZ   20 Jun 2003 503206    Birth                               fulgens | 16 Jul 2003           Death | [Death by: Unknown means]
0317,M,20 Jun 2003,9804,9731,fulgens,,2003-06-22,SANDIEGOZ   20 Jun 2003 503204    Birth                               fulgens | 22 Jun 2003           Death | [Death by: Unknown means]
0318,F,20 Jun 2003,9804,9731,fulgens,,2003-06-22,SANDIEGOZ   20 Jun 2003 503205    Birth                               fulgens | 22 Jun 2003           Death | [Death by: Unknown means]
0319,M,21 Jun 2003,9662,9672,fulgens,,,GORLITZ     21 Jun 2003 ______    Birth                               fulgens | ESTEPONA    21 Sep 2004    1P2    Transfer
0363,F,21 Jun 2003,0085,0086,styani,MEI,2006-08-26,NAGANO      21 Jun 2003 ______    Birth      MEI         JAZGA 510C   styani | SEOL CGP    25 Apr 2005 M7234     Transfer | 26 Aug 2006           Death | [Death by: Unknown means]
0358,M,22 Jun 2003,01127,97116,fulgens,,,DARJEELIN   22 Jun 2003 TDJ14     Birth      NAKUL                    fulgens | GANGTOK      3 Apr 2007 RP0714    Transfer
0359,M,22 Jun 2003,01127,97116,fulgens,,,DARJEELIN   22 Jun 2003   TDJ15   Birth      NAKUL                    fulgens
0364,?,23 Jun 2003,9254,9171,styani,JAZGA,2003-06-24,ASAHIKAWA 23 Jun 2003 ______     Birth                   JAZGA 511C   styani | 24 Jun 2003            Death | [Death by: Injury from exhibit mate   Unknown   No necropsy planned]
0305,F,24 Jun 2003,9110,0007,fulgens,,,SYRACUSE    24 Jun 2003 M03059    Birth      AMBERFIRE                fulgens | BUFFALO     24 Jun 2003 M03049    Transfer | MEMPHIS     12 Nov 2004 21629     Transfer | BLOOMINGT    5 Apr 2006 M06017    Transfer | FT WAYNE     5 Mar 2007 97841     Transfer
0306,F,24 Jun 2003,9110,0007,fulgens,,,SYRACUSE    24 Jun 2003 M03058    Birth      MOIRE                    fulgens | NY BRONX    28 Jul 2005 MO5129    Transfer
0307,F,24 Jun 2003,9110,0007,fulgens,,,SYRACUSE    24 Jun 2003 M03060    Birth      SORCHA                   fulgens | OAKHILL     28 Oct 2004 240327    Transfer
0308,M,25 Jun 2003,9350,0106,fulgens,,,CENTRALPK   25 Jun 2003 C03135   Birth      ROCCO                   fulgens | LINCOLN C   19 Oct 2004   1406   Transfer | JACKSON     19 Dec 2006 200582   Transfer | NZP-CRC     30 Oct 2008 114377   Transfer
0383,M,25 Jun 2003,0085,0097,styani,TORAKITI,,TOKUYAMA    25 Jun 2003 ______   Birth      TORAKITI   JAZGA 514C   styani | MITO CHO    24 Jun 2006 ______   Transfer
0384,F,25 Jun 2003,0085,0097,styani,JAZGA,2003-06-25,TOKUYAMA  25 Jun 2003 ______     Birth                 JAZGA 515C   styani | 25 Jun 2003            Death | [Death by: Environ/Behav conditions   Unknown   No necropsy planned]
0323,F,26 Jun 2003,9670,9754,fulgens,,,ROTTERDAM   26 Jun 2003 106669   Birth      CYNTHIA                 fulgens | SCHMIDING   11 Aug 2004 930862   Transfer | BUDAPEST    26 Aug 2006 100059   Transfer
0324,F,26 Jun 2003,9670,9754,fulgens,,,ROTTERDAM   26 Jun 2003 106676   Birth      EVELINE                 fulgens | SCHMIDING   11 Aug 2004 930861   Transfer
0368,M,26 Jun 2003,9997,9991,styani,JAZGA,,TOKYOTAMA   26 Jun 2003   4201   Birth                 JAZGA 516C   styani | YUKI        14 Apr 2004 ______   Transfer
0369,M,26 Jun 2003,9997,9991,styani,KITARO,,TOKYOTAMA   26 Jun 2003   4271   Birth      KITARO     JAZGA 517C   styani | TOKYOUENO   10 Jan 2006   4271   Transfer
0303,F,27 Jun 2003,0001,9809,fulgens,,,MINNESOTA   27 Jun 2003 10977    Birth      ISABEL                  fulgens | WHEELING    18 Mar 2004   3445   Transfer | ATLANTA     17 Nov 2005 A51043   Transfer | ST LOUIS     2 Nov 2008 106948   Transfer
0325,F,27 Jun 2003,9581,9331,fulgens,,2003-06-30,HANNOVER    27 Jun 2003   V747   Birth                              fulgens | 30 Jun 2003          Death | [Death by: Unknown means]
0326,M,27 Jun 2003,9581,9331,fulgens,,2003-06-30,HANNOVER    27 Jun 2003   V748   Birth                              fulgens | 30 Jun 2003          Death | [Death by: Unknown means]
0334,F,28 Jun 2003,9410,9429,fulgens,,,KLEVE       28 Jun 2003 ______   Birth                              fulgens | ESTEPONA    13 Sep 2004    1P1   Transfer
0327,M,29 Jun 2003,9974,9734,fulgens,,,EPE         29 Jun 2003 101031   Birth      PAHILO                  fulgens | LEEUWARDE     15 Jan 2007 500630     Transfer
0335,F,29 Jun 2003,9948,0155,fulgens,,,YARMOUTH      29 Jun 2003 ______     Birth      RUSHER                fulgens
0336,M,1 Jul 2003,0023,9428,fulgens,,,BOISSIERE      1 Jul 2003   CPR5     Birth                            fulgens | AMIENS        30 Apr 2004 A04035     Transfer
0385,?,3 Jul 2003,9792,98034,styani,JAZGA,2003-07-03,KOCHI NOI      3 Jul 2003 ______     Birth               JAZGA 518C   styani | 3 Jul 2003            Death | [Death by: Other/Unknown       Unknown   Generalized   Genetic/Prenatal]
0386,M,3 Jul 2003,9792,98034,styani,JAZGA,,KOCHI NOI      3 Jul 2003 ______     Birth               JAZGA 519C   styani | SHIRAHAMA     14 Dec 2006 ______     Transfer
0328,?,4 Jul 2003,9577,9247,fulgens,,2003-07-08,AMSTERDAM      4 Jul 2003 M03078     Birth                            fulgens | 8 Jul 2003            Death | [Death by: Unknown means]
0329,M,5 Jul 2003,9553,9554,fulgens,,,LONDON RP      5 Jul 2003   2605     Birth      RUSTY                 fulgens | HILVARENB     29 Sep 2004 M03323     Transfer
0330,F,5 Jul 2003,9553,9554,fulgens,,,LONDON RP      5 Jul 2003   2606     Birth      ROXY                  fulgens | YARMOUTH      26 May 2005 ______     Transfer
0366,M,5 Jul 2003,9794,00103,styani,FUUTA,,NIHONDAIR      5 Jul 2003 ______     Birth      FUUTA    JAZGA 520C   styani | CHIBA SHI     30 Mar 2004 ______     Transfer
0337,M,6 Jul 2003,9547,9636,fulgens,,,DUBLIN         6 Jul 2003 A3M037     Birth                            fulgens | FOTA          14 May 2004   3649     Transfer
0338,M,6 Jul 2003,9547,9636,fulgens,,2004-01-19,DUBLIN         6 Jul 2003 A3M038     Birth                            fulgens | 19 Jan 2004            Death | [Death by: Unknown means]
0312,F,7 Jul 2003,9604,9625,fulgens,,,KNOXVILLE      7 Jul 2003   2699     Birth      ZOE                   fulgens | CHATTANOG     14 Apr 2004   1125     Transfer | BILLINGS      14 Nov 2008 M08012     Transfer
0313,M,7 Jul 2003,9604,9625,fulgens,,,KNOXVILLE      7 Jul 2003    2700    Birth      RUPERT                fulgens | LANSING       11 Apr 2004    2629    Transfer | DETROIT        7 Dec 2005   11702    Transfer
0339,M,7 Jul 2003,9853,9739,fulgens,,,BUSSOLENG    7 Jul 2003 AFF022   Birth                             fulgens | VIENNA      28 Nov 2004 M2879    Transfer | GARS        26 Jan 2005 ______   Transfer | SALZBURG     1 Jun 2005 M2236    Transfer
0340,?,7 Jul 2003,9853,9739,fulgens,,2003-10-14,BUSSOLENG    7 Jul 2003 AFF023   Birth                             fulgens | 14 Oct 2003          Death | [Death by: Unknown means]
0378,M,9 Jul 2003,93103,9784,fulgens,JAZGA,,HIGASHIIZ    9 Jul 2003 ______   Birth                JAZGA 521H   fulgens
0379,F,9 Jul 2003,93103,9784,fulgens,JAZGA,,HIGASHIIZ    9 Jul 2003 ______   Birth                JAZGA 522H   fulgens
0341,M,10 Jul 2003,0071,0153,fulgens,,2005-08-18,BALLAUGH    10 Jul 2003 M0053    Birth      JASPER                 fulgens | POZNAN      14 Feb 2005 MD0563   Transfer | 18 Aug 2005          Death | [Death by: Unknown means]
0370,M,15 Jul 2003,95122,9486,styani,KOU-KOU,,TOKUYAMA    15 Jul 2003 ______   Birth      KOU-KOU   JAZGA 523C   styani
0371,M,15 Jul 2003,95122,9486,styani,YUUKI,,TOKUYAMA    15 Jul 2003 ______   Birth      YUUKI     JAZGA 524C   styani | BUENOSAIR    4 Jul 2005 ______   Transfer
0372,M,15 Jul 2003,95122,9486,styani,SHIN-SHIN JAZGA,,TOKUYAMA    15 Jul 2003 ______   Birth      SHIN-SHIN JAZGA 525C   styani | TOKYOTAMA   28 May 2008 ______   Transfer
0373,F,15 Jul 2003,95122,9486,styani,JAZGA,2003-07-16,TOKUYAMA    15 Jul 2003 ______   Birth                JAZGA 526C   styani | 16 Jul 2003          Death | [Death by: Unknown means]
0342,M,16 Jul 2003,9548,9743,fulgens,,,FONTAINE    16 Jul 2003 77AF37   Birth      QIJI                   fulgens | LES SABLE    1 Jan 2004 77AF37   Transfer | POZNAN      19 Nov 2006 ______   Transfer
0343,F,17 Jul 2003,9642,9419,fulgens,,,FONTAINE    17 Jul 2003 77AF36   Birth      LULU                   fulgens | MADRID Z     9 Feb 2005   PR82   Transfer
0380,M,19 Jul 2003,9434,9681,fulgens,JAZGA,,HIGASHIIZ   19 Jul 2003 ______   Birth                JAZGA 521H   fulgens
0381,F,19 Jul 2003,9434,9681,fulgens,JAZGA,,HIGASHIIZ   19 Jul 2003 ______   Birth                JAZGA 528H   fulgens
0382,F,19 Jul 2003,9434,9681,fulgens,JAZGA,,HIGASHIIZ   19 Jul 2003 ______   Birth                JAZGA 529H   fulgens
0374,?,25 Jul 2003,97111,93107,styani,JAZGA,2003-07-25,TOKYOTAMA    25 Jul 2003   4238     Birth                JAZGA 530C   styani | 25 Jul 2003            Death | [Death by: Stillbirth      Unknown   No necropsy planned]
0375,M,25 Jul 2003,97111,93107,styani,JAZGA,,TOKYOTAMA     25 Jul 2003   4239     Birth               JAZGA 531C   styani | TOKOYO        10 Mar 2004 ______     Transfer
0331,?,27 Jul 2003,9860,9637,fulgens,,2003-07-27,WP KIRKCU     27 Jul 2003 ______     Birth                            fulgens | 27 Jul 2003            Death | [Death by: Unknown means]
0332,M,27 Jul 2003,9972,9324,fulgens,,2003-08-28,AALBORG       27 Jul 2003    FUL9    Birth                            fulgens | 28 Aug 2003            Death | [Death by: Unknown means]
0333,?,27 Jul 2003,9972,9324,fulgens,,2003-08-04,AALBORG       27 Jul 2003   FUL10    Birth                            fulgens | 4 Aug 2003            Death | [Death by: Unknown means]
0344,M,27 Jul 2003,9860,9637,fulgens,,,WP KIRKCU     27 Jul 2003 PEPPER     Birth      PEPPER                fulgens
0349,F,27 Jul 2003,9860,9637,fulgens,,,WP KIRKCU     27 Jul 2003    PIPA    Birth      PIPA                  fulgens | BELFAST       30 Nov 2005    5489    Transfer
0376,M,3 Aug 2003,9258,9174,styani,JAZGA,2004-10-13,OKAYAMA        3 Aug 2003 ______     Birth               JAZGA 532C   styani | 13 Oct 2004            Death | [Death by: Other/Unknown       Unknown   Respiratory   Unknown after necropsy]
0377,M,3 Aug 2003,9258,9174,styani,JAZGA,2003-08-03,OKAYAMA    3 Aug 2003 ______     Birth                   JAZGA 533C   styani | 3 Aug 2003            Death | [Death by: Injury from exhibit mate   Unknown   No necropsy planned]
0390,M,9 Dec 2003,0053,0055,fulgens,,,PERTH          9 Dec 2003 A30499     Birth      DAWA                  fulgens | MOGO           9 Jan 2006 A60002     Transfer | KALLANGUR     10 Apr 2009 ______     Transfer
0391,M,9 Dec 2003,0053,0055,fulgens,,,PERTH          9 Dec 2003 A30500     Birth      NIMA                  fulgens | MOGO           9 Jan 2006 A60001     Transfer | KALLANGUR     10 Apr 2009 ______     Transfer
0395,M,24 Dec 2003,00115,0065,fulgens,,,JOHANSBRG     24 Dec 2003    6057    Birth                            fulgens | LORY PARK     16 Jun 2005 ______     Transfer | JOHANSBRG     15 Dec 2005 ______     Transfer
0396,F,24 Dec 2003,00115,0065,fulgens,,2007-03-14,JOHANSBRG     24 Dec 2003    6058     Birth                       fulgens | 14 Mar 2007             Death | [Death by: Other/Unknown       Incinerate    Generalized   Trauma]
0407,M,1 Jan 2004,9779,9588,fulgens,,2004-02-03,JOHANSBRG  1 Jan 2004   5989         Birth                        fulgens | 3 Feb 2004                Death | [Death by: Environ/Behav conditions   Incinerate       Generalized         Trauma]
0408,M,1 Jan 2004,9779,9588,fulgens,,,JOHANSBRG      1 Jan 2004   5990     Birth                        fulgens | LORY PARK     16 Jun 2005 ______     Transfer | JOHANSBRG     15 Dec 2005   5990     Transfer
0401,F,19 Jan 2004,9954,9872,fulgens,,2006-01-22,ADELAIDE      19 Jan 2004 A40091     Birth        Chitwa          fulgens | 22 Jan 2006            Death | [Death by: Unknown means]
0402,M,19 Jan 2004,9954,9872,fulgens,,,ADELAIDE      19 Jan 2004 A40053     Birth        HIMAL           fulgens
0561,M,~ Jun 2004,WILD,WILD,,,,WILD          24 Jan 2005    NONE    Capture      JOHN | GANGTOK       24 Jan 2005   05/11    Transfer | DARJEELIN      3 Apr 2007   TDJ20    Transfer
0562,F,~ Jun 2004,WILD,WILD,,,,WILD         ~ 1 Jan 2005    NONE    Capture      LUCKY | GANGTOK       24 Jan 2005   05/12    Transfer
0579,M,~ Jun 2004,WILD,WILD,,,,WILD         ~ 1 Jan 2005    NONE    Capture      RAM | GANGTOK       24 Jan 2005    NONE    Transfer
0850,M,~ Jun 2004,WILD,WILD,,,,WILD           3 Aug 2008    NONE    Capture      KAIJLE
